title,category,slug,isco_code,median_pay_annual,median_pay_source,median_pay_hourly,entry_education,work_experience,training,num_jobs,employment_year,outlook_pct,outlook_desc,outlook_source,exposure,exposure_rationale,url
3258. Ambulance workers (Level 5),3,3258-ambulance-workers-level-5,3258.,49140,wages_statfin,,Upper secondary,None,Vocational training,3558,2023,4,Moderate prospects,extras_csv,2,"Ambulance work is primarily physical, requiring real-time human intervention, manual skills, and complex decision-making in unpredictable, high-stakes physical environments. While AI may assist with administrative tasks or diagnostic support, it cannot replace the core requirement of physical presence and patient care.",
3259 Health associate professionals not elsewhere classified (Level 4),3,3259-health-associate-professionals-not-elsewhere-classified-level-4,3259,37704,wages_statfin,,Upper secondary,None,Vocational training,2889,2023,4,Moderate prospects,extras_csv,4,"This role involves a mix of administrative health tasks and direct patient interaction, which limits the potential for full automation. While AI can assist with documentation, scheduling, and data processing, the core requirement for physical presence and human judgment in a healthcare setting remains a significant barrier.",
3259. (Not more specifically classified) Health associate professionals not elsewhere classified (Level 5),3,3259-not-more-specifically-classified-health-associate-professionals-not-elsewhere-classified-level-5,3259.,37704,wages_statfin,,Upper secondary,None,Vocational training,67,2023,4,Moderate prospects,extras_csv,4,"This category covers a diverse range of health support roles that typically require physical presence, patient interaction, and manual tasks. While AI can assist with administrative documentation and data processing, the core of the work relies on human-centric care and physical intervention that remains resistant to automation.",
32591 Occupational therapists (Level 5),3,32591-occupational-therapists-level-5,32591,37512,wages_statfin,,Upper secondary,None,Vocational training,2460,2023,4,Moderate prospects,extras_csv,4,"Occupational therapy requires significant physical interaction, manual dexterity, and real-time human empathy to assess and treat patients. While AI can assist with administrative tasks, documentation, and suggesting treatment plans, the core of the work relies on physical presence and personalized human care that cannot be automated.",
32592 Other therapists (Level 5),3,32592-other-therapists-level-5,32592,43296,wages_statfin,,Upper secondary,None,Vocational training,362,2023,4,Moderate prospects,extras_csv,3,"This role involves specialized, hands-on therapeutic interventions that require physical presence and nuanced human interaction. While AI may assist with administrative tasks or documentation, the core of the work relies on direct, real-time physical and emotional engagement with patients, which is highly resistant to automation.",
33 Business and administration associate professionals (Level 2),3,33-business-and-administration-associate-professionals-level-2,33,46236,wages_statfin,,,,,153893,2023,,,,8,"This occupation consists primarily of digital knowledge work, including administrative support, data processing, and business coordination tasks that are highly susceptible to automation. AI tools are already capable of handling significant portions of these workflows, leading to a high likelihood of major restructuring in how these roles are performed.",
331 Financial and mathematical associate professionals (Level 3),3,331-financial-and-mathematical-associate-professionals-level-3,331,43920,wages_statfin,,,,,26438,2023,,,,8,"This occupation involves highly structured, digital tasks such as data analysis, financial reporting, and mathematical modeling, which are primary targets for AI automation. Because the work is almost entirely computer-based and relies on processing information, AI tools can already perform or significantly accelerate the majority of core functions.",
3311 Securities and finance dealers and brokers (Level 4),3,3311-securities-and-finance-dealers-and-brokers-level-4,3311,64608,wages_statfin,,Upper secondary,None,Vocational training,1065,2023,5,Moderate prospects,extras_csv,8,"This role is almost entirely digital, involving the analysis of financial data, market trends, and the execution of trades via computer systems. Because these core tasks are highly susceptible to automation through algorithmic trading and AI-driven predictive analytics, the occupation faces significant restructuring.",
3311. Securities and finance dealers and brokers (Level 5),3,3311-securities-and-finance-dealers-and-brokers-level-5,3311.,64608,wages_statfin,,Upper secondary,None,Vocational training,1065,2023,5,Moderate prospects,extras_csv,8,"This role is almost entirely digital, involving the analysis of financial data, market trends, and the execution of trades via computer systems. Because these core tasks are highly susceptible to automation through algorithmic trading and AI-driven predictive analytics, the occupation faces significant restructuring.",
3312 Credit and loans officers (Level 4),3,3312-credit-and-loans-officers-level-4,3312,57000,wages_statfin,,Upper secondary,None,Vocational training,3715,2023,5,Moderate prospects,extras_csv,8,"Credit and loan officers perform predominantly digital, information-heavy work involving data analysis, risk assessment, and report generation, all of which are core domains for AI advancement. While human judgment is required for final approvals and client relationships, the analytical and documentation aspects of the role are highly susceptible to automation and AI-driven productivity gains.",
3312. Credit and loans officers (Level 5),3,3312-credit-and-loans-officers-level-5,3312.,57000,wages_statfin,,Upper secondary,None,Vocational training,3715,2023,5,Moderate prospects,extras_csv,8,"Credit and loan officers perform predominantly digital, information-heavy work involving data analysis, risk assessment, and report generation, all of which are core domains for AI advancement. While human judgment is required for final approvals and client relationships, the analytical and documentation aspects of the role are highly susceptible to automation and AI-driven productivity gains.",
3313 Accounting associate professionals (Level 4),3,3313-accounting-associate-professionals-level-4,3313,41640,wages_statfin,,Upper secondary,None,Vocational training,20891,2023,4,Below average,extras_csv,8,"Accounting associate professional tasks are primarily digital, involving data entry, reconciliation, and financial reporting, which are highly susceptible to automation by AI and specialized accounting software. Because the core work is performed entirely on a computer with structured data, AI tools can already handle a significant portion of these routine analytical and administrative functions.",
3313. Accounting associate professionals (Level 5),3,3313-accounting-associate-professionals-level-5,3313.,41640,wages_statfin,,Upper secondary,None,Vocational training,20891,2023,4,Below average,extras_csv,8,"Accounting associate professional tasks are primarily digital, involving data entry, reconciliation, and financial reporting, which are highly susceptible to automation by AI and specialized accounting software. Because the core work is performed entirely on a computer with structured data, AI tools can already handle a significant portion of these routine analytical and administrative functions.",
"3314 Statistical, mathematical and related associate professionals (Level 4)",3,3314-statistical-mathematical-and-related-associate-professionals-level-4,3314,29664,wages_statfin,,Upper secondary,None,Vocational training,356,2023,4,Below average,extras_csv,8,"This role involves data processing, statistical analysis, and reporting, all of which are core domains where AI excels. Because the work is almost entirely digital and relies on structured information, AI tools can automate significant portions of the data manipulation and analytical tasks.",
"3314. Statistical, mathematical and related associate professionals (Level 5)",3,3314-statistical-mathematical-and-related-associate-professionals-level-5,3314.,29664,wages_statfin,,Upper secondary,None,Vocational training,356,2023,4,Below average,extras_csv,8,"This role involves data processing, statistical analysis, and reporting, all of which are core domains where AI excels. Because the work is almost entirely digital and relies on structured information, AI tools can automate significant portions of the data manipulation and analytical tasks.",
3315 Valuers and loss assessors (Level 4),3,3315-valuers-and-loss-assessors-level-4,3315,56004,wages_statfin,,Upper secondary,None,Vocational training,411,2023,4,Below average,extras_csv,7,"Valuers and loss assessors perform knowledge-intensive work involving data analysis, report writing, and regulatory compliance, all of which are highly susceptible to AI automation. While site visits require physical presence, the core analytical tasks of assessing risk and calculating values are increasingly being handled by AI-driven predictive models and automated documentation tools.",
3315. Valuers and loss assessors (Level 5),3,3315-valuers-and-loss-assessors-level-5,3315.,56004,wages_statfin,,Upper secondary,None,Vocational training,411,2023,4,Below average,extras_csv,7,"Valuers and loss assessors perform knowledge-intensive work involving data analysis, report writing, and regulatory compliance, all of which are highly susceptible to AI automation. While site visits require physical presence, the core analytical tasks of assessing risk and calculating values are increasingly being handled by AI-driven predictive models and automated documentation tools.",
332 Sales and purchasing agents and brokers (Level 3),3,332-sales-and-purchasing-agents-and-brokers-level-3,332,54180,wages_statfin,,,,,56022,2023,,,,7,"This role involves significant digital information processing, communication, and data analysis, all of which are core domains for AI advancement. While human negotiation and relationship management remain important, AI tools are increasingly capable of automating lead generation, market analysis, and routine procurement tasks, leading to high potential for restructuring.",
3321 Insurance representatives (Level 4),3,3321-insurance-representatives-level-4,3321,53424,wages_statfin,,Upper secondary,None,Vocational training,4806,2023,5,Moderate prospects,extras_csv,7,"Insurance representation is a knowledge-based role involving data analysis, communication, and document processing, all of which are highly susceptible to AI automation. While the job requires human relationship management and trust, AI tools are rapidly taking over the core tasks of risk assessment, policy generation, and customer inquiry handling.",
3321. Insurance representatives (Level 5),3,3321-insurance-representatives-level-5,3321.,53424,wages_statfin,,Upper secondary,None,Vocational training,4806,2023,5,Moderate prospects,extras_csv,7,"Insurance representation is a knowledge-based role involving data analysis, communication, and document processing, all of which are highly susceptible to AI automation. While the job requires human relationship management and trust, AI tools are rapidly taking over the core tasks of risk assessment, policy generation, and customer inquiry handling.",
3322 Commercial sales representatives (Level 4),3,3322-commercial-sales-representatives-level-4,3322,55200,wages_statfin,,Upper secondary,None,Vocational training,40583,2023,4,Below average,extras_csv,7,"Commercial sales representatives perform significant knowledge work involving communication, data analysis, and CRM management, all of which are highly susceptible to AI-driven automation and augmentation. While the role requires human relationship building and negotiation, AI tools are increasingly capable of handling lead generation, personalized outreach, and administrative tasks, fundamentally reshaping the profession.",
3322. Commercial sales representatives (Level 5),3,3322-commercial-sales-representatives-level-5,3322.,55200,wages_statfin,,Upper secondary,None,Vocational training,40583,2023,4,Below average,extras_csv,7,"Commercial sales representatives perform significant knowledge work involving communication, data analysis, and CRM management, all of which are highly susceptible to AI-driven automation and augmentation. While the role requires human relationship building and negotiation, AI tools are increasingly capable of handling lead generation, personalized outreach, and administrative tasks, fundamentally reshaping the profession.",
3323 Buyers (Level 4),3,3323-buyers-level-4,3323,50676,wages_statfin,,Upper secondary,None,Vocational training,8578,2023,4,Below average,extras_csv,7,"Buyers perform predominantly digital knowledge work involving data analysis, contract management, and communication, all of which are highly susceptible to AI-driven automation. While the role requires human negotiation and relationship management, AI tools are increasingly capable of optimizing supply chains, predicting demand, and automating procurement workflows.",
3323. Buyers (Level 5),3,3323-buyers-level-5,3323.,50676,wages_statfin,,Upper secondary,None,Vocational training,8578,2023,4,Below average,extras_csv,7,"Buyers perform predominantly digital knowledge work involving data analysis, contract management, and communication, all of which are highly susceptible to AI-driven automation. While the role requires human negotiation and relationship management, AI tools are increasingly capable of optimizing supply chains, predicting demand, and automating procurement workflows.",
3324 Trade brokers (Level 4),3,3324-trade-brokers-level-4,3324,49320,wages_statfin,,Upper secondary,None,Vocational training,2055,2023,3,Stable,extras_csv,8,"Trade brokers perform work that is primarily digital, involving data analysis, market monitoring, and communication via computer systems. Because these tasks rely heavily on information processing and pattern recognition, AI tools are highly capable of automating or significantly augmenting the core functions of the role.",
3324. Trade brokers (Level 5),3,3324-trade-brokers-level-5,3324.,49320,wages_statfin,,Upper secondary,None,Vocational training,2055,2023,3,Stable,extras_csv,8,"Trade brokers perform work that is primarily digital, involving data analysis, market monitoring, and communication via computer systems. Because these tasks rely heavily on information processing and pattern recognition, AI tools are highly capable of automating or significantly augmenting the core functions of the role.",
333 Business services agents (Level 3),3,333-business-services-agents-level-3,333,43224,wages_statfin,,,,,27772,2023,,,,8,"Business services agents primarily perform digital, information-based tasks such as processing transactions, managing client communications, and administrative coordination. Since these core functions are highly susceptible to automation through AI-driven workflow tools and natural language processing, the occupation faces significant restructuring.",
3331 Clearing and forwarding agents (Level 4),3,3331-clearing-and-forwarding-agents-level-4,3331,44976,wages_statfin,,Upper secondary,None,Vocational training,1897,2023,4,Below average,extras_csv,8,"The work of clearing and forwarding agents is primarily digital, involving documentation, data entry, and communication within logistics software systems. These tasks are highly susceptible to automation through AI-driven document processing, predictive logistics, and automated regulatory compliance tools, leading to significant restructuring of the role.",
3331. Clearing and forwarding agents (Level 5),3,3331-clearing-and-forwarding-agents-level-5,3331.,44976,wages_statfin,,Upper secondary,None,Vocational training,1897,2023,4,Below average,extras_csv,8,"The work of clearing and forwarding agents is primarily digital, involving documentation, data entry, and communication within logistics software systems. These tasks are highly susceptible to automation through AI-driven document processing, predictive logistics, and automated regulatory compliance tools, leading to significant restructuring of the role.",
3332 Conference and event planners (Level 4),3,3332-conference-and-event-planners-level-4,3332,41400,wages_statfin,,Upper secondary,None,Vocational training,623,2023,4,Below average,extras_csv,6,"Conference and event planning involves significant digital coordination, scheduling, and communication, which are highly susceptible to AI-driven automation and optimization. While the role requires human judgment for negotiation and on-site management, the administrative and logistical planning components are increasingly being handled by AI tools.",
3332. Conference and event planners (Level 5),3,3332-conference-and-event-planners-level-5,3332.,41400,wages_statfin,,Upper secondary,None,Vocational training,623,2023,4,Below average,extras_csv,6,"Conference and event planning involves significant digital coordination, scheduling, and communication, which are highly susceptible to AI-driven automation and optimization. While the role requires human judgment for negotiation and on-site management, the administrative and logistical planning components are increasingly being handled by AI tools.",
3333 Employment agents and contractors (Level 4),3,3333-employment-agents-and-contractors-level-4,3333,39384,wages_statfin,,Upper secondary,None,Vocational training,6710,2023,4,Below average,extras_csv,7,"This role is primarily digital, involving information processing, database management, and communication, all of which are highly susceptible to AI automation. While human judgment in matching candidates is valuable, AI tools are rapidly improving at screening, scheduling, and administrative tasks, leading to significant restructuring of the occupation.",
3333. Employment agents and contractors (Level 5),3,3333-employment-agents-and-contractors-level-5,3333.,39384,wages_statfin,,Upper secondary,None,Vocational training,6710,2023,4,Below average,extras_csv,7,"This role is primarily digital, involving information processing, database management, and communication, all of which are highly susceptible to AI automation. While human judgment in matching candidates is valuable, AI tools are rapidly improving at screening, scheduling, and administrative tasks, leading to significant restructuring of the occupation.",
3334 Real estate agents and property managers (Level 4),3,3334-real-estate-agents-and-property-managers-level-4,3334,48744,wages_statfin,,Upper secondary,None,Vocational training,11250,2023,3,Stable,extras_csv,6,"Real estate agents and property managers perform a mix of digital knowledge work, such as documentation and market analysis, and interpersonal work involving physical site visits and client negotiations. While AI can automate administrative tasks and property listing generation, the core of the role relies on human trust, physical presence, and complex relationship management.",
3334. (Not more specifically classified) Real estate agents and property managers (Level 5),3,3334-not-more-specifically-classified-real-estate-agents-and-property-managers-level-5,3334.,48744,wages_statfin,,Upper secondary,None,Vocational training,1753,2023,3,Stable,extras_csv,6,"Real estate agents and property managers perform a mix of digital knowledge work, such as documentation and market analysis, and interpersonal work involving physical site visits and client negotiations. While AI can automate administrative tasks and property listing generation, the core of the role relies on human trust, physical presence, and complex relationship management.",
33341 Estate agents (Level 5),3,33341-estate-agents-level-5,33341,48744,wages_statfin,,Upper secondary,None,Vocational training,4651,2023,4,Moderate prospects,extras_csv,6,"Real estate agents and property managers perform a mix of digital knowledge work, such as documentation and market analysis, and interpersonal work involving physical site visits and client negotiations. While AI can automate administrative tasks and property listing generation, the core of the role relies on human trust, physical presence, and complex relationship management.",
33342 Property managers (Level 5),3,33342-property-managers-level-5,33342,48732,wages_statfin,,Upper secondary,None,Vocational training,4846,2023,4,Moderate prospects,extras_csv,6,"Real estate agents and property managers perform a mix of digital knowledge work, such as documentation and market analysis, and interpersonal work involving physical site visits and client negotiations. While AI can automate administrative tasks and property listing generation, the core of the role relies on human trust, physical presence, and complex relationship management.",
3339 Business services agents not elsewhere classified (Level 4),3,3339-business-services-agents-not-elsewhere-classified-level-4,3339,51276,wages_statfin,,Upper secondary,None,Vocational training,7292,2023,4,Below average,extras_csv,8,"This occupation involves administrative and business support tasks that are primarily digital and information-based, making them highly susceptible to automation via AI. As these roles rely heavily on processing, organizing, and communicating business data, AI tools can significantly streamline or replace core functions.",
3339. Business services agents not elsewhere classified (Level 5),3,3339-business-services-agents-not-elsewhere-classified-level-5,3339.,51276,wages_statfin,,Upper secondary,None,Vocational training,7292,2023,4,Below average,extras_csv,8,"This occupation involves administrative and business support tasks that are primarily digital and information-based, making them highly susceptible to automation via AI. As these roles rely heavily on processing, organizing, and communicating business data, AI tools can significantly streamline or replace core functions.",
334 Administrative and specialised secretaries (Level 3),3,334-administrative-and-specialised-secretaries-level-3,334,38712,wages_statfin,,,,,23641,2023,,,,8,"Administrative and specialized secretarial work is almost entirely digital, involving tasks like scheduling, document preparation, data management, and communication. These core functions are highly susceptible to automation via LLMs and intelligent office software, leading to significant restructuring of the role.",
3341 Office supervisors (Level 4),3,3341-office-supervisors-level-4,3341,50244,wages_statfin,,Upper secondary,None,Vocational training,4829,2023,4,Below average,extras_csv,7,"Office supervisors perform predominantly digital knowledge work, including scheduling, workflow coordination, and administrative oversight, all of which are highly susceptible to AI-driven automation. While the role requires human judgment and team management, AI tools are rapidly assuming the core information-processing and organizational tasks that define this occupation.",
3341. Office supervisors (Level 5),3,3341-office-supervisors-level-5,3341.,50244,wages_statfin,,Upper secondary,None,Vocational training,4829,2023,4,Below average,extras_csv,7,"Office supervisors perform predominantly digital knowledge work, including scheduling, workflow coordination, and administrative oversight, all of which are highly susceptible to AI-driven automation. While the role requires human judgment and team management, AI tools are rapidly assuming the core information-processing and organizational tasks that define this occupation.",
3342 Legal secretaries (Level 4),3,3342-legal-secretaries-level-4,3342,36420,wages_statfin,,Upper secondary,None,Vocational training,1661,2023,4,Below average,extras_csv,9,"Legal secretarial work is almost entirely digital, involving document preparation, scheduling, and information management, all of which are core domains for AI automation. Large language models and legal-tech tools are rapidly replacing the manual drafting and administrative tasks that define this role, leading to significant structural changes.",
3342. Legal secretaries (Level 5),3,3342-legal-secretaries-level-5,3342.,36420,wages_statfin,,Upper secondary,None,Vocational training,1661,2023,4,Below average,extras_csv,9,"Legal secretarial work is almost entirely digital, involving document preparation, scheduling, and information management, all of which are core domains for AI automation. Large language models and legal-tech tools are rapidly replacing the manual drafting and administrative tasks that define this role, leading to significant structural changes.",
3343 Administrative and executive secretaries (Level 4),3,3343-administrative-and-executive-secretaries-level-4,3343,40896,wages_statfin,,Upper secondary,None,Vocational training,9997,2023,3,Stable,extras_csv,8,"Administrative and executive secretarial work is almost entirely digital, involving tasks like scheduling, correspondence, document preparation, and data management. These core functions are highly susceptible to automation by LLMs and intelligent office assistants, leading to significant restructuring of the role.",
3343. Administrative and executive secretaries (Level 5),3,3343-administrative-and-executive-secretaries-level-5,3343.,40896,wages_statfin,,Upper secondary,None,Vocational training,9997,2023,3,Stable,extras_csv,8,"Administrative and executive secretarial work is almost entirely digital, involving tasks like scheduling, correspondence, document preparation, and data management. These core functions are highly susceptible to automation by LLMs and intelligent office assistants, leading to significant restructuring of the role.",
3344 Medical secretaries (Level 4),3,3344-medical-secretaries-level-4,3344,33348,wages_statfin,,Upper secondary,None,Vocational training,7154,2023,3,Stable,extras_csv,8,"Medical secretaries perform predominantly digital tasks such as scheduling, transcribing medical notes, and managing patient records, all of which are highly susceptible to automation via LLMs and speech-to-text AI. While the role requires some human coordination, the core information-processing functions are increasingly being handled by specialized healthcare software and AI agents.",
3344. Medical secretaries (Level 5),3,3344-medical-secretaries-level-5,3344.,33348,wages_statfin,,Upper secondary,None,Vocational training,7154,2023,3,Stable,extras_csv,8,"Medical secretaries perform predominantly digital tasks such as scheduling, transcribing medical notes, and managing patient records, all of which are highly susceptible to automation via LLMs and speech-to-text AI. While the role requires some human coordination, the core information-processing functions are increasingly being handled by specialized healthcare software and AI agents.",
335 Regulatory government associate professionals (Level 3),3,335-regulatory-government-associate-professionals-level-3,335,43212,wages_statfin,,,,,20020,2023,,,,8,"This role involves significant information processing, document review, and regulatory compliance tasks that are primarily digital in nature. Because these tasks rely heavily on analyzing text, interpreting complex rules, and drafting reports, they are highly susceptible to automation and augmentation by large language models.",
3351 Customs and border inspectors (Level 4),3,3351-customs-and-border-inspectors-level-4,3351,46536,wages_statfin,,Upper secondary,None,Vocational training,3859,2023,3,Stable,extras_csv,4,"Customs and border inspection involves significant physical presence and real-time human interaction, which limits AI automation. However, the role is increasingly reliant on digital data analysis, risk assessment, and document verification, where AI tools can significantly augment efficiency and decision-making.",
3351. Customs and border inspectors (Level 5),3,3351-customs-and-border-inspectors-level-5,3351.,46536,wages_statfin,,Upper secondary,None,Vocational training,3859,2023,3,Stable,extras_csv,4,"Customs and border inspection involves significant physical presence and real-time human interaction, which limits AI automation. However, the role is increasingly reliant on digital data analysis, risk assessment, and document verification, where AI tools can significantly augment efficiency and decision-making.",
3352 Government tax and excise officials (Level 4),3,3352-government-tax-and-excise-officials-level-4,3352,,,,Upper secondary,None,Vocational training,2906,2023,3,Stable,extras_csv,7,"The work of tax and excise officials is primarily digital, involving the processing of structured data, regulatory compliance, and information analysis. While human judgment is required for complex audits and enforcement, AI is highly capable of automating routine verification, risk assessment, and document processing, leading to significant restructuring of the role.",
3352. Government tax and excise officials (Level 5),3,3352-government-tax-and-excise-officials-level-5,3352.,,,,Upper secondary,None,Vocational training,2906,2023,3,Stable,extras_csv,7,"The work of tax and excise officials is primarily digital, involving the processing of structured data, regulatory compliance, and information analysis. While human judgment is required for complex audits and enforcement, AI is highly capable of automating routine verification, risk assessment, and document processing, leading to significant restructuring of the role.",
3353 Government social benefits officials (Level 4),3,3353-government-social-benefits-officials-level-4,3353,38472,wages_statfin,,Upper secondary,None,Vocational training,6763,2023,4,Below average,extras_csv,8,"The work of a social benefits official is primarily digital, involving the processing of applications, verification of eligibility, and database management. These tasks are highly susceptible to automation through AI-driven document analysis, rule-based decision support, and automated communication systems.",
3353. Government social benefits officials (Level 5),3,3353-government-social-benefits-officials-level-5,3353.,38472,wages_statfin,,Upper secondary,None,Vocational training,6763,2023,4,Below average,extras_csv,8,"The work of a social benefits official is primarily digital, involving the processing of applications, verification of eligibility, and database management. These tasks are highly susceptible to automation through AI-driven document analysis, rule-based decision support, and automated communication systems.",
3354 Government licensing officials (Level 4),3,3354-government-licensing-officials-level-4,3354,37476,wages_statfin,,Upper secondary,None,Vocational training,1286,2023,3,Stable,extras_csv,8,"Government licensing work is primarily digital, involving the processing of applications, verification of data, and adherence to standardized regulatory frameworks. These tasks are highly susceptible to automation through AI-driven document analysis, rule-based decision support, and automated workflow management.",
3354. Government licensing officials (Level 5),3,3354-government-licensing-officials-level-5,3354.,37476,wages_statfin,,Upper secondary,None,Vocational training,1286,2023,3,Stable,extras_csv,8,"Government licensing work is primarily digital, involving the processing of applications, verification of data, and adherence to standardized regulatory frameworks. These tasks are highly susceptible to automation through AI-driven document analysis, rule-based decision support, and automated workflow management.",
3355 Police inspectors and detectives (Level 4),3,3355-police-inspectors-and-detectives-level-4,3355,,,,Upper secondary,None,Vocational training,4938,2023,3,Stable,extras_csv,4,"Police inspectors and detectives perform a mix of analytical knowledge work and critical physical, on-site investigative tasks that require human judgment and legal accountability. While AI can assist in processing evidence, surveillance data, and report writing, the core requirements of physical presence, witness interaction, and ethical decision-making in unpredictable environments limit the scope for automation.",
3355. Police inspectors and detectives (Level 5),3,3355-police-inspectors-and-detectives-level-5,3355.,,,,Upper secondary,None,Vocational training,4938,2023,3,Stable,extras_csv,4,"Police inspectors and detectives perform a mix of analytical knowledge work and critical physical, on-site investigative tasks that require human judgment and legal accountability. While AI can assist in processing evidence, surveillance data, and report writing, the core requirements of physical presence, witness interaction, and ethical decision-making in unpredictable environments limit the scope for automation.",
3359 Regulatory government associate professionals not elsewhere classified (Level 4),3,3359-regulatory-government-associate-professionals-not-elsewhere-classified-level-4,3359,52224,wages_statfin,,Upper secondary,None,Vocational training,268,2023,4,Below average,extras_csv,7,"This role involves significant information processing, regulatory compliance, and administrative tasks that are highly susceptible to automation via AI. While the job requires human judgment for specific regulatory interpretations, the core work is digital and document-heavy, making it a prime candidate for AI-driven productivity gains.",
3359. Regulatory government associate professionals not elsewhere classified (Level 5),3,3359-regulatory-government-associate-professionals-not-elsewhere-classified-level-5,3359.,52224,wages_statfin,,Upper secondary,None,Vocational training,268,2023,4,Below average,extras_csv,7,"This role involves significant information processing, regulatory compliance, and administrative tasks that are highly susceptible to automation via AI. While the job requires human judgment for specific regulatory interpretations, the core work is digital and document-heavy, making it a prime candidate for AI-driven productivity gains.",
"34 Legal, social, cultural and related associate professionals (Level 2)",3,34-legal-social-cultural-and-related-associate-professionals-level-2,34,38868,wages_statfin,,,,,65599,2023,,,,7,"This category encompasses a broad range of knowledge-based roles that rely heavily on information processing, documentation, and communication. Since these tasks are increasingly susceptible to automation via large language models and digital workflow tools, the occupation faces high exposure to AI-driven restructuring.",
"341 Legal, social and religious associate professionals (Level 3)",3,341-legal-social-and-religious-associate-professionals-level-3,341,38976,wages_statfin,,,,,45870,2023,,,,7,"This occupation involves significant information processing, documentation, and communication tasks that are increasingly susceptible to AI-driven automation and assistance. While the role requires human judgment and interpersonal interaction, the core administrative and analytical components are highly digital and prime for AI integration.",
3411 Police inspectors and detectives (Level 4),3,3411-police-inspectors-and-detectives-level-4,3411,46656,wages_statfin,,Upper secondary,None,Vocational training,6795,2023,4,Below average,extras_csv,4,"Police inspectors and detectives perform a mix of analytical knowledge work and critical physical, on-site investigative tasks that require human judgment and legal accountability. While AI can assist in processing evidence, surveillance data, and report writing, the core requirements of physical presence, witness interaction, and ethical decision-making in unpredictable environments limit the scope for automation.",
34111 Legal and related business associate professionals (Level 5),3,34111-legal-and-related-business-associate-professionals-level-5,34111,43464,wages_statfin,,Upper secondary,None,Vocational training,2477,2023,4,Moderate prospects,extras_csv,7,"This role involves significant information processing, document drafting, and administrative support, all of which are highly susceptible to automation via Large Language Models. While the job requires human judgment and client interaction, the core tasks are increasingly digital and can be augmented or replaced by AI-driven legal tech tools.",
"34112 Agents, officials and other organisation associate professionals (Level 5)",3,34112-agents-officials-and-other-organisation-associate-professionals-level-5,34112,49968,wages_statfin,,Upper secondary,None,Vocational training,4032,2023,4,Moderate prospects,extras_csv,6,"This role involves significant administrative, organizational, and communication tasks that are increasingly being automated by AI-driven workflow and management software. While the job requires human judgment and interpersonal coordination, the core information-processing components are highly susceptible to AI-assisted productivity gains.",
"34113 Consumer advisers, etc. (Level 5)",3,34113-consumer-advisers-etc-level-5,34113,44424,wages_statfin,,Upper secondary,None,Vocational training,286,2023,4,Moderate prospects,extras_csv,7,"Consumer advising is primarily a digital and communication-based role involving information synthesis, research, and client interaction. Since these core tasks are increasingly automatable through AI-driven knowledge retrieval and natural language processing, the occupation faces high exposure to restructuring.",
3412 Social work associate professionals (Level 4),3,3412-social-work-associate-professionals-level-4,3412,38484,wages_statfin,,Upper secondary,None,Vocational training,33756,2023,3,Stable,extras_csv,4,"Social work associate professionals perform essential interpersonal and physical tasks that require human empathy, real-time judgment, and presence in complex social environments. While AI can assist with documentation, reporting, and administrative efficiency, the core of the role involves direct human interaction and case management that cannot be automated.",
3412. (Not more specifically classified) Social work associate professionals (Level 5),3,3412-not-more-specifically-classified-social-work-associate-professionals-level-5,3412.,38484,wages_statfin,,Upper secondary,None,Vocational training,0,2023,3,Stable,extras_csv,4,"Social work associate professionals perform a mix of administrative tasks and interpersonal, face-to-face support work that requires human empathy and physical presence. While AI can assist with documentation, reporting, and information processing, the core of the role involves complex human interaction and situational judgment that cannot be automated.",
34121 Social instructors (Level 5),3,34121-social-instructors-level-5,34121,39552,wages_statfin,,Upper secondary,None,Vocational training,25724,2023,4,Moderate prospects,extras_csv,4,"Social instructors rely heavily on interpersonal interaction, empathy, and physical presence to support clients, which are difficult for AI to replicate. While AI can assist with administrative tasks, documentation, and resource planning, the core of the role remains centered on human-to-human connection and real-time social support.",
34122 Youth leaders (not parishes) (Level 5),3,34122-youth-leaders-not-parishes-level-5,34122,34080,wages_statfin,,Upper secondary,None,Vocational training,3044,2023,4,Moderate prospects,extras_csv,4,"Youth work relies heavily on interpersonal relationships, mentorship, and physical presence, which are difficult for AI to replicate. While AI can assist with administrative tasks, planning, and resource gathering, the core value of the role is rooted in human connection and real-time social interaction.",
34123 Work and craft leaders (Level 5),3,34123-work-and-craft-leaders-level-5,34123,34572,wages_statfin,,Upper secondary,None,Vocational training,4988,2023,4,Moderate prospects,extras_csv,4,"This role involves supervising manual labor and coordinating physical workflows, which requires significant on-site presence and human judgment. While AI can assist with administrative tasks like scheduling and resource planning, the core of the job remains tied to physical environments and human management.",
3413 Religious associate professionals (Level 4),3,3413-religious-associate-professionals-level-4,3413,37380,wages_statfin,,Upper secondary,None,Vocational training,5319,2023,4,Moderate prospects,extras_csv,7,"This occupation involves significant information processing, documentation, and communication tasks that are increasingly susceptible to AI-driven automation and assistance. While the role requires human judgment and interpersonal interaction, the core administrative and analytical components are highly digital and prime for AI integration.",
3413. (Not more specifically classified) Religious associate professionals (Level 5),3,3413-not-more-specifically-classified-religious-associate-professionals-level-5,3413.,37380,wages_statfin,,Upper secondary,None,Vocational training,0,2023,4,Moderate prospects,extras_csv,4,"This role involves significant interpersonal interaction, community engagement, and physical presence, which are difficult for AI to replicate. While AI can assist with administrative tasks, sermon preparation, or research, the core of the profession relies on human empathy, spiritual guidance, and real-time social connection.",
