title,category,slug,soc_code,median_pay_annual,median_pay_source,median_pay_hourly,entry_education,work_experience,training,num_jobs_2024,projected_employment_2034,outlook_pct,outlook_desc,outlook_source,employment_change,exposure,exposure_rationale,url
512 Cooks (Level 3),5,512-cooks-level-3,512,34128,wages_statfin,,,,,39478,,,,,,3,"The core of the job involves physical dexterity, sensory judgment (taste and smell), and real-time adaptation in a high-heat, unpredictable kitchen environment. While AI-driven automation is already impacting fast food and routine institutional cooking, high-end restaurant and private household cooking remain protected by the need for complex manual skills and human creativity.",
5120 Cooks (Level 4),5,5120-cooks-level-4,5120,34128,wages_statfin,,Upper secondary,None,On-the-job training,39478,,2,Stable,extras_csv,,3,"The core of the job involves physical dexterity, sensory judgment (taste and smell), and real-time adaptation in a high-heat, unpredictable kitchen environment. While AI-driven automation is already impacting fast food and routine institutional cooking, high-end restaurant and private household cooking remain protected by the need for complex manual skills and human creativity.",
5120. (Not more specifically classified) Cooks (Level 5),5,5120-not-more-specifically-classified-cooks-level-5,5120.,34128,wages_statfin,,Upper secondary,None,On-the-job training,0,,2,Stable,extras_csv,,3,"The core of the job involves physical dexterity, sensory judgment (taste and smell), and real-time adaptation in a high-heat, unpredictable kitchen environment. While AI-driven automation is already impacting fast food and routine institutional cooking, high-end restaurant and private household cooking remain protected by the need for complex manual skills and human creativity.",
51201 Cooks (Level 5),5,51201-cooks-level-5,51201,32376,wages_statfin,,Upper secondary,None,On-the-job training,18309,,2,Below average,extras_csv,,3,"The core of the job involves physical dexterity, sensory judgment (taste and smell), and real-time adaptation in a high-heat, unpredictable kitchen environment. While AI-driven automation is already impacting fast food and routine institutional cooking, high-end restaurant and private household cooking remain protected by the need for complex manual skills and human creativity.",
51202 Restaurant services supervisors and shift managers (Level 5),5,51202-restaurant-services-supervisors-and-shift-managers-level-5,51202,36360,wages_statfin,,Upper secondary,None,On-the-job training,21169,,2,Below average,extras_csv,,6,"This role involves a high volume of digital knowledge work, such as budgeting, scheduling, and regulatory compliance, which are highly susceptible to AI optimization. However, the core responsibilities of recruiting, supervising staff, and navigating complex interpersonal relationships within a physical healthcare facility provide a significant buffer against full automation.",
513 Waiters and bartenders (Level 3),5,513-waiters-and-bartenders-level-3,513,32424,wages_statfin,,Upper secondary,None,On-the-job training,13963,,2,Below average,,,2,"The core of bartending involves physical manipulation of objects, manual cleaning, and real-time social interaction in a physical environment. While AI can assist with peripheral tasks like inventory management or automated ordering, the primary value of the role lies in human presence, physical service, and the social 'hospitality' aspect which remains difficult to automate.",
513.  (Not more specifically classified) Waiters and bartenders (Level 4),5,513-not-more-specifically-classified-waiters-and-bartenders-level-4,513.,,,,Upper secondary,None,On-the-job training,0,,2,Below average,extras_csv,,2,"The core of bartending involves physical manipulation of objects, manual cleaning, and real-time social interaction in a physical environment. While AI can assist with peripheral tasks like inventory management or automated ordering, the primary value of the role lies in human presence, physical service, and the social 'hospitality' aspect which remains difficult to automate.",
513.. (Not more specifically classified) Waiters and bartenders (Level 5),5,513-not-more-specifically-classified-waiters-and-bartenders-level-5,513..,32424,wages_statfin,,Upper secondary,None,On-the-job training,0,,2,Below average,extras_csv,,2,"The core of bartending involves physical manipulation of objects, manual cleaning, and real-time social interaction in a physical environment. While AI can assist with peripheral tasks like inventory management or automated ordering, the primary value of the role lies in human presence, physical service, and the social 'hospitality' aspect which remains difficult to automate.",
5131 Waiters (Level 4),5,5131-waiters-level-4,5131,32172,wages_statfin,,Upper secondary,None,On-the-job training,13012,,2,Stable,extras_csv,,3,"While AI and automation are increasingly handling digital tasks like order-taking and payments via kiosks or mobile apps, the core of the job remains physical and interpersonal. The physical requirements of carrying trays, clearing tables, and providing real-time human hospitality in a dynamic environment create a significant barrier to full AI replacement.",
5131. Waiters (Level 5),5,5131-waiters-level-5,5131.,32172,wages_statfin,,Upper secondary,None,On-the-job training,13012,,2,Stable,extras_csv,,3,"While AI and automation are increasingly handling digital tasks like order-taking and payments via kiosks or mobile apps, the core of the job remains physical and interpersonal. The physical requirements of carrying trays, clearing tables, and providing real-time human hospitality in a dynamic environment create a significant barrier to full AI replacement.",
5132 Bartenders (Level 4),5,5132-bartenders-level-4,5132,37200,wages_statfin,,Upper secondary,None,On-the-job training,951,,3,Stable,extras_csv,,2,"The core of bartending involves physical manipulation of objects, manual cleaning, and real-time social interaction in a physical environment. While AI can assist with peripheral tasks like inventory management or automated ordering, the primary value of the role lies in human presence, physical service, and the social 'hospitality' aspect which remains difficult to automate.",
5132. Bartenders (Level 5),5,5132-bartenders-level-5,5132.,37200,wages_statfin,,Upper secondary,None,On-the-job training,951,,3,Stable,extras_csv,,2,"The core of bartending involves physical manipulation of objects, manual cleaning, and real-time social interaction in a physical environment. While AI can assist with peripheral tasks like inventory management or automated ordering, the primary value of the role lies in human presence, physical service, and the social 'hospitality' aspect which remains difficult to automate.",
"514 Hairdressers, beauticians and related workers (Level 3)",5,514-hairdressers-beauticians-and-related-workers-level-3,514,28440,wages_statfin,,Upper secondary,None,On-the-job training,16164,,2,Below average,,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
"514.  (Not more specifically classified) Hairdressers, beauticians and related workers (Level 4)",5,514-not-more-specifically-classified-hairdressers-beauticians-and-related-workers-level-4,514.,,,,Upper secondary,None,On-the-job training,0,,2,Below average,extras_csv,,1,"This craft occupation has minimal AI exposure. The work is almost entirely physical, requiring hands-on skills, manual labor, or real-time physical interaction with the environment. These tasks cannot be meaningfully automated by current or near-term AI technologies.",
"514.. (Not more specifically classified) Hairdressers, beauticians and related workers (Level 5)",5,514-not-more-specifically-classified-hairdressers-beauticians-and-related-workers-level-5,514..,28440,wages_statfin,,Upper secondary,None,On-the-job training,0,,2,Below average,extras_csv,,1,"This craft occupation has minimal AI exposure. The work is almost entirely physical, requiring hands-on skills, manual labor, or real-time physical interaction with the environment. These tasks cannot be meaningfully automated by current or near-term AI technologies.",
5141 Hairdressers (Level 4),5,5141-hairdressers-level-4,5141,28164,wages_statfin,,Upper secondary,None,On-the-job training,10868,,3,Stable,extras_csv,,2,"This service occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
5141. Hairdressers (Level 5),5,5141-hairdressers-level-5,5141.,28164,wages_statfin,,Upper secondary,None,On-the-job training,10868,,3,Stable,extras_csv,,2,"This service occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
5142 Beauticians and related workers (Level 4),5,5142-beauticians-and-related-workers-level-4,5142,29664,wages_statfin,,Upper secondary,None,On-the-job training,5296,,2,Stable,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
5142. Beauticians and related workers (Level 5),5,5142-beauticians-and-related-workers-level-5,5142.,29664,wages_statfin,,Upper secondary,None,On-the-job training,5296,,2,Stable,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
515 Building and housekeeping supervisors (Level 3),5,515-building-and-housekeeping-supervisors-level-3,515,34884,wages_statfin,,,,,34043,,,,,,5,"The occupation is a hybrid of physical site visits and digital knowledge work. AI and computer vision can significantly automate the 'plans examiner' and report-writing functions, while remote inspection technology is already projected to reduce labor demand. However, the core requirement for physical presence to navigate tight spaces, use manual testing equipment, and verify real-world conditions provides a substantial barrier to full automation.",
"5151 Cleaning and housekeeping supervisors in offices, hotels and other establishments (Level 4)",5,5151-cleaning-and-housekeeping-supervisors-in-offices-hotels-and-other-establishments-level-4,5151,34884,inferred,,Upper secondary,None,On-the-job training,7071,,3,Stable,extras_csv,,4,"The role involves a significant amount of physical labor, equipment maintenance, and real-time management of biological systems that cannot be digitized. However, AI will heavily impact the management side of the job, including crop yield prediction, financial planning, and automated resource allocation, making individual managers significantly more productive and contributing to further farm consolidation.",
"5151. Cleaning and housekeeping supervisors in offices, hotels and other establishments (Level 5)",5,5151-cleaning-and-housekeeping-supervisors-in-offices-hotels-and-other-establishments-level-5,5151.,,,,Upper secondary,None,On-the-job training,7071,,3,Stable,extras_csv,,4,"The role involves a significant amount of physical labor, equipment maintenance, and real-time management of biological systems that cannot be digitized. However, AI will heavily impact the management side of the job, including crop yield prediction, financial planning, and automated resource allocation, making individual managers significantly more productive and contributing to further farm consolidation.",
5152 Domestic housekeepers (Level 4),5,5152-domestic-housekeepers-level-4,5152,34884,inferred,,Upper secondary,None,On-the-job training,675,,2,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5152. Domestic housekeepers (Level 5),5,5152-domestic-housekeepers-level-5,5152.,,,,Upper secondary,None,On-the-job training,675,,2,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5153 Building caretakers (Level 4),5,5153-building-caretakers-level-4,5153,35124,wages_statfin,,Upper secondary,None,On-the-job training,26297,,3,Stable,extras_csv,,3,"This service occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
5153. Building caretakers (Level 5),5,5153-building-caretakers-level-5,5153.,35124,wages_statfin,,Upper secondary,None,On-the-job training,26297,,3,Stable,extras_csv,,3,"This service occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
516 Other personal services workers (Level 3),5,516-other-personal-services-workers-level-3,516,32244,wages_statfin,,,,,3982,,,,,,4,"The occupation is a hybrid of physical hospitality and digital-adjacent information processing. While AI and automation are significantly impacting sports book writers and slot operations through online platforms and automated betting, the core of the job for dealers and managers involves physical presence, manual dexterity, and real-time human interaction to ensure a 'pleasant experience' and monitor for physical rule violations.",
"5161 Astrologers, fortune-tellers and related workers (Level 4)",5,5161-astrologers-fortune-tellers-and-related-workers-level-4,5161,32244,inferred,,Upper secondary,None,On-the-job training,2,,2,Stable,extras_csv,,7,"Tellers face high exposure because their core tasks—processing routine financial transactions and verifying information—are digital in nature and highly susceptible to automation through AI and advanced self-service technology. While the physical handling of cash provides a slight buffer, the rapid shift toward mobile banking, AI-driven fraud detection, and interactive video kiosks is significantly reducing the need for human intervention in these roles.",
"5161. Astrologers, fortune-tellers and related workers (Level 5)",5,5161-astrologers-fortune-tellers-and-related-workers-level-5,5161.,,,,Upper secondary,None,On-the-job training,2,,2,Stable,extras_csv,,7,"Tellers face high exposure because their core tasks—processing routine financial transactions and verifying information—are digital in nature and highly susceptible to automation through AI and advanced self-service technology. While the physical handling of cash provides a slight buffer, the rapid shift toward mobile banking, AI-driven fraud detection, and interactive video kiosks is significantly reducing the need for human intervention in these roles.",
5163 Undertakers and embalmers (Level 4),5,5163-undertakers-and-embalmers-level-4,5163,35340,wages_statfin,,Upper secondary,None,On-the-job training,602,,2,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
51631 Undertakers and related funeral workers (Level 5),5,51631-undertakers-and-related-funeral-workers-level-5,51631,33192,wages_statfin,,Upper secondary,None,On-the-job training,485,,2,Below average,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
51632 Other funeral workers (Level 5),5,51632-other-funeral-workers-level-5,51632,38016,wages_statfin,,Upper secondary,None,On-the-job training,117,,2,Below average,extras_csv,,3,"The core of this occupation involves physical tasks like preparing remains and transporting the deceased, alongside high-stakes interpersonal work providing grief counseling and comfort. While AI can streamline administrative duties like filing death certificates, scheduling, and writing obituaries, it cannot replace the physical presence and emotional intelligence required for funeral services.",
5164 Pet groomers and animal care workers (Level 4),5,5164-pet-groomers-and-animal-care-workers-level-4,5164,30144,wages_statfin,,Upper secondary,None,On-the-job training,2443,,3,Stable,extras_csv,,2,"The core duties of this occupation are physical and require real-time presence, such as feeding, grooming, cleaning, and physically training animals. AI may assist with peripheral administrative tasks like scheduling or monitoring animal health data, but it cannot replace the manual labor or the empathetic human-animal interaction required for the job.",
5164. Pet groomers and animal care workers (Level 5),5,5164-pet-groomers-and-animal-care-workers-level-5,5164.,30144,wages_statfin,,Upper secondary,None,On-the-job training,2443,,3,Stable,extras_csv,,2,"The core duties of this occupation are physical and require real-time presence, such as feeding, grooming, cleaning, and physically training animals. AI may assist with peripheral administrative tasks like scheduling or monitoring animal health data, but it cannot replace the manual labor or the empathetic human-animal interaction required for the job.",
5165 Driving instructors (Level 4),5,5165-driving-instructors-level-4,5165,39144,wages_statfin,,Upper secondary,None,On-the-job training,838,,2,Below average,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5165. Driving instructors (Level 5),5,5165-driving-instructors-level-5,5165.,39144,wages_statfin,,Upper secondary,None,On-the-job training,838,,2,Below average,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5169 Personal services workers not elsewhere classified (Level 4),5,5169-personal-services-workers-not-elsewhere-classified-level-4,5169,31116,wages_statfin,,Upper secondary,None,On-the-job training,97,,2,Stable,extras_csv,,9,"This clerical occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
5169. Personal services workers not elsewhere classified (Level 5),5,5169-personal-services-workers-not-elsewhere-classified-level-5,5169.,31116,wages_statfin,,Upper secondary,None,On-the-job training,97,,2,Stable,extras_csv,,9,"This clerical occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
52 Sales workers (Level 2),5,52-sales-workers-level-2,52,34416,wages_statfin,,,,,149515,,,,,,3,"While AI and autonomous vehicle technology are advancing, the core of this job involves significant physical labor, such as loading/unloading cargo and navigating unpredictable 'last-mile' environments. AI may optimize routing and assist with sales communication, but the physical requirement to move goods from a vehicle to a customer's door remains a major barrier to full automation.",
521 Street and market salespersons (Level 3),5,521-street-and-market-salespersons-level-3,521,25608,wages_statfin,,Upper secondary,None,On-the-job training,612,,2,Below average,,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
521.  (Not more specifically classified) Street and market salespersons (Level 4),5,521-not-more-specifically-classified-street-and-market-salespersons-level-4,521.,,,,Upper secondary,None,On-the-job training,0,,2,Below average,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
521.. (Not more specifically classified) Street and market salespersons (Level 5),5,521-not-more-specifically-classified-street-and-market-salespersons-level-5,521..,25608,wages_statfin,,Upper secondary,None,On-the-job training,0,,2,Below average,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5211 Stall and market salespersons (Level 4),5,5211-stall-and-market-salespersons-level-4,5211,25608,inferred,,Upper secondary,None,On-the-job training,612,,2,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5211. Stall and market salespersons (Level 5),5,5211-stall-and-market-salespersons-level-5,5211.,,,,Upper secondary,None,On-the-job training,612,,2,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5212 Street food salespersons (Level 4),5,5212-street-food-salespersons-level-4,5212,25608,inferred,,Upper secondary,None,On-the-job training,0,,3,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5212. Street food salespersons (Level 5),5,5212-street-food-salespersons-level-5,5212.,,,,Upper secondary,None,On-the-job training,0,,3,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
522 Shop salespersons (Level 3),5,522-shop-salespersons-level-3,522,34956,wages_statfin,,,,,124236,,,,,,,,
5221 Shop keepers (Level 4),5,5221-shop-keepers-level-4,5221,46200,wages_statfin,,Upper secondary,None,On-the-job training,8145,,2,Below average,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5221. Shop keepers (Level 5),5,5221-shop-keepers-level-5,5221.,46200,wages_statfin,,Upper secondary,None,On-the-job training,8145,,2,Below average,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5222 Shop supervisors (Level 4),5,5222-shop-supervisors-level-4,5222,40836,wages_statfin,,Upper secondary,None,On-the-job training,12625,,2,Below average,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5222. Shop supervisors (Level 5),5,5222-shop-supervisors-level-5,5222.,40836,wages_statfin,,Upper secondary,None,On-the-job training,12625,,2,Below average,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5223 Shop sales assistants (Level 4),5,5223-shop-sales-assistants-level-4,5223,33660,wages_statfin,,Upper secondary,None,On-the-job training,103466,,2,Below average,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5223. Shop sales assistants (Level 5),5,5223-shop-sales-assistants-level-5,5223.,33660,wages_statfin,,Upper secondary,None,On-the-job training,103466,,2,Below average,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
523 Cashiers and ticket clerks (Level 3),5,523-cashiers-and-ticket-clerks-level-3,523,30912,wages_statfin,,,,,4513,,,,,,7,"While the job has physical components like bagging and stocking, the core function of processing transactions is highly susceptible to automation through computer vision and AI-driven self-checkout systems. The BLS already projects a significant decline in employment due to these technological shifts, as AI can increasingly handle age verification, fraud detection, and customer inquiries.",
5230 Cashiers and ticket clerks (Level 4),5,5230-cashiers-and-ticket-clerks-level-4,5230,30912,wages_statfin,,Upper secondary,None,On-the-job training,4513,,3,Stable,extras_csv,,7,"While the job has physical components like bagging and stocking, the core function of processing transactions is highly susceptible to automation through computer vision and AI-driven self-checkout systems. The BLS already projects a significant decline in employment due to these technological shifts, as AI can increasingly handle age verification, fraud detection, and customer inquiries.",
5230. Cashiers and ticket clerks (Level 5),5,5230-cashiers-and-ticket-clerks-level-5,5230.,30912,wages_statfin,,Upper secondary,None,On-the-job training,4513,,3,Stable,extras_csv,,7,"While the job has physical components like bagging and stocking, the core function of processing transactions is highly susceptible to automation through computer vision and AI-driven self-checkout systems. The BLS already projects a significant decline in employment due to these technological shifts, as AI can increasingly handle age verification, fraud detection, and customer inquiries.",
524 Other sales workers (Level 3),5,524-other-sales-workers-level-3,524,32040,wages_statfin,,,,,20154,,,,,,3,"While AI and autonomous vehicle technology are advancing, the core of this job involves significant physical labor, such as loading/unloading cargo and navigating unpredictable 'last-mile' environments. AI may optimize routing and assist with sales communication, but the physical requirement to move goods from a vehicle to a customer's door remains a major barrier to full automation.",
5241 Fashion and other models (Level 4),5,5241-fashion-and-other-models-level-4,5241,32040,inferred,,Upper secondary,None,On-the-job training,62,,2,Stable,extras_csv,,8,"While runway and live event modeling require physical presence, the majority of modeling work results in digital or print imagery which is highly vulnerable to AI-generated synthetic media. AI can now create hyper-realistic virtual models or 'digital twins' of existing models, allowing brands to showcase clothing and products without physical photo shoots, significantly reducing the demand for human labor in commercial and catalog sectors.",
5241. Fashion and other models (Level 5),5,5241-fashion-and-other-models-level-5,5241.,,,,Upper secondary,None,On-the-job training,62,,2,Stable,extras_csv,,8,"While runway and live event modeling require physical presence, the majority of modeling work results in digital or print imagery which is highly vulnerable to AI-generated synthetic media. AI can now create hyper-realistic virtual models or 'digital twins' of existing models, allowing brands to showcase clothing and products without physical photo shoots, significantly reducing the demand for human labor in commercial and catalog sectors.",
5242 Sales demonstrators (Level 4),5,5242-sales-demonstrators-level-4,5242,40236,wages_statfin,,Upper secondary,None,On-the-job training,1052,,3,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5242. Sales demonstrators (Level 5),5,5242-sales-demonstrators-level-5,5242.,40236,wages_statfin,,Upper secondary,None,On-the-job training,1052,,3,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5243 Door to door salespersons (Level 4),5,5243-door-to-door-salespersons-level-4,5243,32040,inferred,,Upper secondary,None,On-the-job training,204,,2,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5243. Door to door salespersons (Level 5),5,5243-door-to-door-salespersons-level-5,5243.,,,,Upper secondary,None,On-the-job training,204,,2,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5244 Contact centre salespersons (Level 4),5,5244-contact-centre-salespersons-level-4,5244,32040,wages_statfin,,Upper secondary,None,On-the-job training,5615,,3,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5244. Contact centre salespersons (Level 5),5,5244-contact-centre-salespersons-level-5,5244.,32040,wages_statfin,,Upper secondary,None,On-the-job training,5615,,3,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5245 Service station attendants (Level 4),5,5245-service-station-attendants-level-4,5245,31344,wages_statfin,,Upper secondary,None,On-the-job training,1270,,2,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5245. Service station attendants (Level 5),5,5245-service-station-attendants-level-5,5245.,31344,wages_statfin,,Upper secondary,None,On-the-job training,1270,,2,Stable,extras_csv,,4,"This service occupation has moderate AI exposure. While some tasks (particularly administrative and routine aspects) are susceptible to automation, the role requires physical presence, manual skills, or interpersonal interaction that provides a buffer against full automation.",
5246 Food service counter attendants (Level 4),5,5246-food-service-counter-attendants-level-4,5246,29556,wages_statfin,,Upper secondary,None,On-the-job training,10800,,3,Stable,extras_csv,,4,"While AI can significantly automate administrative tasks like staff scheduling, inventory ordering, and payroll management, the core of the job requires physical presence and real-time human interaction. Managers must physically inspect facilities for safety, handle unpredictable interpersonal conflicts with staff and customers, and perform manual labor during peak hours, which provides a strong buffer against full automation.",
5246. Food service counter attendants (Level 5),5,5246-food-service-counter-attendants-level-5,5246.,29556,wages_statfin,,Upper secondary,None,On-the-job training,10800,,3,Stable,extras_csv,,4,"While AI can significantly automate administrative tasks like staff scheduling, inventory ordering, and payroll management, the core of the job requires physical presence and real-time human interaction. Managers must physically inspect facilities for safety, handle unpredictable interpersonal conflicts with staff and customers, and perform manual labor during peak hours, which provides a strong buffer against full automation.",
5249 Sales workers not elsewhere classified (Level 4),5,5249-sales-workers-not-elsewhere-classified-level-4,5249,37560,wages_statfin,,Upper secondary,None,On-the-job training,1151,,2,Below average,extras_csv,,9,"This clerical occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
5249. Sales workers not elsewhere classified (Level 5),5,5249-sales-workers-not-elsewhere-classified-level-5,5249.,37560,wages_statfin,,Upper secondary,None,On-the-job training,1151,,2,Below average,extras_csv,,9,"This clerical occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
53 Personal care workers (Level 2),5,53-personal-care-workers-level-2,53,35112,wages_statfin,,,,,202862,,,,,,2,"The core duties of this occupation are physical and require real-time presence, such as feeding, grooming, cleaning, and physically training animals. AI may assist with peripheral administrative tasks like scheduling or monitoring animal health data, but it cannot replace the manual labor or the empathetic human-animal interaction required for the job.",
531 Child care workers and teachers' aides (Level 3),5,531-child-care-workers-and-teachers-aides-level-3,531,31056,wages_statfin,,,,,63206,,,,,,2,"The core duties of this occupation are physical and require real-time presence, such as feeding, grooming, cleaning, and physically training animals. AI may assist with peripheral administrative tasks like scheduling or monitoring animal health data, but it cannot replace the manual labor or the empathetic human-animal interaction required for the job.",
5311 Child care workers (Level 4),5,5311-child-care-workers-level-4,5311,31356,wages_statfin,,Upper secondary,None,On-the-job training,44429,,2,Stable,extras_csv,,2,"The core duties of this occupation are physical and require real-time presence, such as feeding, grooming, cleaning, and physically training animals. AI may assist with peripheral administrative tasks like scheduling or monitoring animal health data, but it cannot replace the manual labor or the empathetic human-animal interaction required for the job.",
5311. (Not more specifically classified) Child care workers (Level 5),5,5311-not-more-specifically-classified-child-care-workers-level-5,5311.,31356,wages_statfin,,Upper secondary,None,On-the-job training,0,,2,Stable,extras_csv,,1,"This craft occupation has minimal AI exposure. The work is almost entirely physical, requiring hands-on skills, manual labor, or real-time physical interaction with the environment. These tasks cannot be meaningfully automated by current or near-term AI technologies.",
